old_url,clicks,impressions,category,corrected_category,language,suggested_target_url,suggestion_basis,confidence,manual_review_required,final_action,notes
https://www.blancareal.com/es/blancareal-y-resimo-experiencia-inmobiliaria-innovadora-en-costa-del-sol/,4,238,post,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 4 clicks, 238 impressions. Post candidate kept for manual review."
https://www.blancareal.com/it/dazi-eeuu-mercato-immobiliare-spagna-e-costa-del-sol/,4,221,post,post,it,https://blancareal.com/it/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 4 clicks, 221 impressions. Post candidate kept for manual review."
https://www.blancareal.com/es/propiedad/apartamentos-en-fuengirola/,4,178,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 4 clicks, 178 impressions."
https://www.blancareal.com/fr/louer-logement-touristique-andalousie/,4,178,post,post,fr,https://blancareal.com/fr/post/louer-logement-aux-touristes-andalousie/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 4 clicks, 178 impressions."
https://www.blancareal.com/de/eigentum/haus-kaufen-nagueles-marbella/,4,127,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 4 clicks, 127 impressions."
https://www.blancareal.com/es/propiedad/pisos-de-obra-nueva-en-cancelada-estepona-2/,4,86,project,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 4 clicks, 86 impressions."
https://condesahills.blancareal.com/de/,4,56,project,project,de,https://blancareal.com/de/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 4 clicks, 56 impressions. Project microsite URL."
https://www.blancareal.com/property/apartments-for-sale-eastern-costa-del-sol-with-sea-view/,3,2150,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 2150 impressions."
https://www.blancareal.com/de/eigentum/luxuswohnungen-mit-meerblick-in-costa-del-sol/,3,1056,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 1056 impressions."
https://www.blancareal.com/es/villas-de-lujo/,3,851,service_page,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 3 clicks, 851 impressions."
https://www.blancareal.com/es/propiedad/aticos-de-lujo-de-nueva-construccion-en-el-higueron-fuengirola/,3,793,property,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 3 clicks, 793 impressions."
https://www.blancareal.com/es/alquileres/,3,750,service_page,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 3 clicks, 750 impressions. Rentals or vacation landing kept for manual review."
https://www.blancareal.com/es/propiedad/pisos-2-y-3-habitaciones-impresionantes-vistas-benalmadena/,3,571,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 571 impressions."
https://www.blancareal.com/es/alquilar-mi-vivienda-para-turistas/,3,441,post,post,es,https://blancareal.com/es/post/alquilar-mi-vivienda-para-turistas/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 3 clicks, 441 impressions."
https://www.blancareal.com/de/inicio/,3,376,language_home,language_home,de,https://blancareal.com/de/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 3 clicks, 376 impressions."
https://www.blancareal.com/fr/propriete/appartements-neufs-a-cancelada-estepona-2/,3,345,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 345 impressions."
https://www.blancareal.com/de/eigentum/haus-kaufen-marbella-palo-alto/,3,322,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 322 impressions."
https://www.blancareal.com/es/propiedad/chalet-adosado-con-vista-al-mar/,3,321,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 321 impressions."
https://www.blancareal.com/property/luxury-villa-at-the-heart-of-conde-de-urena/,3,263,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 263 impressions."
https://www.blancareal.com/es/propiedad/parcela-en-nueva-andalucia-con-proyecto-villa-dione/,3,262,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 262 impressions."
https://www.blancareal.com/fr/propriete/maisons-nouvelle-construction-le-higueron-fuengirola/,3,220,project,project,fr,https://blancareal.com/fr/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 3 clicks, 220 impressions."
https://www.blancareal.com/it/inizio/,3,191,language_home,language_home,it,https://blancareal.com/it/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 3 clicks, 191 impressions."
https://www.blancareal.com/es/estilo-minimalista-casas-malaga/,3,182,post,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 3 clicks, 182 impressions. Post candidate kept for manual review."
https://www.blancareal.com/fr/propriete/penthouse-avec-piscine-privee-a-vendre-a-estepona/,3,104,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 104 impressions."
https://www.blancareal.com/fr/propriete/penthouses-nouveaux-a-vendre-malaga/,3,96,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 96 impressions."
https://www.blancareal.com/es/propiedad/villa-de-lujo-en-conde-de-urena/,3,88,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 88 impressions."
https://www.blancareal.com/it/dorronsoro-studio-di-architettura-dietro-calahonda-sunset/,3,87,post,post,it,https://blancareal.com/it/post/dorronsoro-gli-architetti-dietro-calahonda-sunset/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 3 clicks, 87 impressions."
https://www.blancareal.com/de/ueber-uns/,3,84,about,about,de,https://blancareal.com/de/about/,About-page variant mapped to the equivalent about page.,high,no,approve,"GSC signal: 3 clicks, 84 impressions."
https://www.blancareal.com/de/eigentum/luxurioese-neubauwohnung-in-el-higueron/,3,68,project,project,de,https://blancareal.com/de/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 3 clicks, 68 impressions."
https://condesahills.blancareal.com/wp-content/uploads/2024/09/plano-condesa-hills-tipo-5.pdf,3,64,asset_pdf,project,en,https://blancareal.com/en/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 3 clicks, 64 impressions. PDF asset kept for manual handling."
https://www.blancareal.com/property/apartment-to-rent-mijas-costa/,3,56,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 3 clicks, 56 impressions."
https://www.blancareal.com/es/,3,35,language_home,language_home,es,https://blancareal.com/es/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 3 clicks, 35 impressions."
https://www.blancareal.com/es/propiedad/solar-urbano-en-venta-torrox-malaga/,2,2950,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 2950 impressions."
https://www.blancareal.com/property/new-development-apartments-estepona-costa-del-sol/,2,2280,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 2280 impressions."
https://www.blancareal.com/property/newly-built-apartments-fuengirola-costa-del-sol/,2,1848,project,project,en,https://blancareal.com/en/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 2 clicks, 1848 impressions."
https://www.blancareal.com/es/porque-comprar-casa-con-agencia/,2,1671,post,post,es,https://blancareal.com/es/post/por-que-comprar-casa-malaga-con-agencia-inmobiliaria/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 2 clicks, 1671 impressions."
https://www.blancareal.com/property/newly-built-apartments-in-el-higueron-fuengirola/,2,1113,project,project,en,https://blancareal.com/en/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 2 clicks, 1113 impressions."
https://www.blancareal.com/nl/propiedad/off-plan-eigendommen-te-koop-fuengirola-spanje/,2,906,project,project,nl,https://blancareal.com/nl/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 2 clicks, 906 impressions."
https://www.blancareal.com/it/perche-comprare-casa-in-spagna-con-agenzia/,2,713,post,post,it,https://blancareal.com/it/post/perche-comprare-casa-malaga-con-agenzia-immobiliare/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 2 clicks, 713 impressions."
https://www.blancareal.com/es/propiedad/espectacular-villa-en-calahonda/,2,684,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 684 impressions."
https://www.blancareal.com/es/propiedad/discreta-villa-en-cala-de-mijas/,2,428,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 428 impressions."
https://condesahills.blancareal.com/es/galeria/,2,377,project,project,es,https://blancareal.com/es/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 2 clicks, 377 impressions. Project microsite URL."
https://www.blancareal.com/es/propiedad/atico-3-o-4-dormitorios-estepona-cerca-de-la-playa/,2,341,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 341 impressions."
https://www.blancareal.com/es/propiedad/finca-rustica-lujo-venta-estepona/,2,301,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 301 impressions."
https://www.blancareal.com/es/propiedad/adosada-3-habitaciones-vistas-panoramicas-y-azotea-malaga-centro/,2,299,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 299 impressions."
https://www.blancareal.com/es/propiedad/casa-en-venta-en-mijas-costa/,2,279,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 279 impressions."
https://www.blancareal.com/es/propiedad/adosado-con-vistas-a-costa-de-fuengirola-costa-del-sol/,2,220,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 220 impressions."
https://www.blancareal.com/property/3b-apartment-with-sea-views-estepona/,2,206,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 206 impressions."
https://www.blancareal.com/it/proprieta/local-100m2-la-cala-de-mijas-centro/,2,172,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 172 impressions."
https://www.blancareal.com/it/proprieta/appartamenti-in-vendita-12-o-3-camere-con-vista-mare-costa-del-sol/,2,167,property,project,it,https://blancareal.com/it/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 2 clicks, 167 impressions."
https://www.blancareal.com/it/proprieta/ville-vendita-marbella/,2,154,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 154 impressions."
https://condesahills.blancareal.com/wp-content/uploads/2024/09/Plano-condesa-hills-tipo-3P.pdf,2,143,asset_pdf,project,en,https://blancareal.com/en/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 2 clicks, 143 impressions. PDF asset kept for manual handling."
https://www.blancareal.com/nl/propiedad/wohnungen-mit-2-oder-3-schlafzimmern-zum-verkauf-mit-meerblick-neben-sotogrande/,2,141,property,project,nl,https://blancareal.com/nl/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 2 clicks, 141 impressions."
https://condesahills.blancareal.com/fr/,2,128,project,project,fr,https://blancareal.com/fr/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 2 clicks, 128 impressions. Project microsite URL."
https://www.blancareal.com/de/dorronsoro-architekturbirma-hinter-calahonda-sunset/,2,109,post,post,de,https://blancareal.com/de/post/dorronsoro-architekten-hinter-calahonda-sunset/,Editorial URL matched to a real post equivalent in the new site.,high,no,approve,"GSC signal: 2 clicks, 109 impressions."
https://www.blancareal.com/it/proprieta/attico-di-nuova-costruzione-con-2-camere-da-letto-a-el-higueron/,2,101,project,project,it,https://blancareal.com/it/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 2 clicks, 101 impressions."
https://www.blancareal.com/it/faq/chi-paga-le-spese-di-una-compravendita-in-spagna/,2,97,faq,faq,it,https://blancareal.com/it/posts/,"FAQ/editorial URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 2 clicks, 97 impressions. FAQ detail kept for manual review."
https://www.blancareal.com/es/agente/eva-valero/,2,95,agent,agent,es,https://blancareal.com/es/agents/,Agent detail URL mapped to the agents index pending profile-level mapping.,medium,no,approve,"GSC signal: 2 clicks, 95 impressions. Agent detail was not mapped to a specific profile in this pass."
https://www.blancareal.com/es/propiedad/sea-view-penthouse-arenal-golf-double-parking-storage/,2,75,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 75 impressions."
https://www.blancareal.com/it/proprieta/case-in-vendita-in-spagna-andalusia/,2,65,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 65 impressions."
https://www.blancareal.com/de/eigentum/grundstueck-in-nueva-andalucia-mit-projekt-marbella/,2,64,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 64 impressions."
https://www.blancareal.com/property/commercial-property-la-cala-de-mijas-centre/,2,59,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 59 impressions."
https://www.blancareal.com/it/proprieta/appartamento-vendita-rincon-de-la-victoria/,2,51,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 51 impressions."
https://www.blancareal.com/nl/thuis/,2,39,language_home,language_home,nl,https://blancareal.com/nl/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 2 clicks, 39 impressions."
https://www.blancareal.com/category/real-estate-news/,2,33,category_or_archive,post,en,https://blancareal.com/en/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 2 clicks, 33 impressions."
https://www.blancareal.com/es/prestacion-propiedad/obra-nueva/,2,30,category_or_archive,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 2 clicks, 30 impressions."
https://www.blancareal.com/es/propiedad/adosado-en-las-lagunas-de-mijas/,2,30,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 2 clicks, 30 impressions."
https://www.blancareal.com/nl/agente/eva-valero/,2,26,agent,agent,nl,https://blancareal.com/nl/agents/,Agent detail URL mapped to the agents index pending profile-level mapping.,medium,no,approve,"GSC signal: 2 clicks, 26 impressions. Agent detail was not mapped to a specific profile in this pass."
https://www.blancareal.com/it/proprieta/appartamento-di-nuova-costruzione-a-la-cala-golf-mijas/,2,24,project,project,it,https://blancareal.com/it/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 2 clicks, 24 impressions."
https://www.blancareal.com/it/ubicacion-ubicacion/manilva-it/,2,10,category_or_archive,post,it,https://blancareal.com/it/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 2 clicks, 10 impressions."
https://www.blancareal.com/de/eigentum/luxus-landhaus-kaufen-estepona/,1,1959,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 1959 impressions."
https://www.blancareal.com/fr/propriete/maisons-vente-fuengirola-blanca-hills/,1,986,project,project,fr,https://blancareal.com/fr/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 1 clicks, 986 impressions."
https://www.blancareal.com/es/propiedad/piso-alquiler-vacacional-mijas-costa/,1,931,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 931 impressions."
https://www.blancareal.com/es/propiedad/villa-de-lujo-eco-sostenible-en-mijas/,1,675,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 675 impressions."
https://www.blancareal.com/it/proprieta/case-in-vendita-a-marbella/,1,567,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 567 impressions."
https://www.blancareal.com/it/proprieta/esclusivo-progetto-di-ville-di-lusso-con-vista-sul-mare-a-costa-del-sol/,1,473,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 473 impressions."
https://www.blancareal.com/property/new-construction-villas-with-sea-views-in-manilva/,1,464,project,project,en,https://blancareal.com/en/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 1 clicks, 464 impressions."
https://www.blancareal.com/de/eigentum/hauser-verkauf-fuengirola-blanca-hills/,1,461,project,project,de,https://blancareal.com/de/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 1 clicks, 461 impressions."
https://www.blancareal.com/fr/propriete/appartements-a-vendre-fuengirola-espagne/,1,460,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 460 impressions."
https://www.blancareal.com/property/plot-with-luxury-villa-project-close-to-marbella/,1,334,project,project,en,https://blancareal.com/en/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 1 clicks, 334 impressions."
https://www.blancareal.com/fr/propriete/appartements-de-2-et-3-chambres-vue-imprenable-benalmadena/,1,328,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 328 impressions."
https://www.blancareal.com/fr/propriete/appartements-a-benahavis-marbella/,1,299,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 299 impressions."
https://www.blancareal.com/property/2-and-3-bedrooms-apartments-stunning-views-benalmadena/,1,278,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 278 impressions."
https://www.blancareal.com/es/propiedad/piso-de-lujo-con-vista-al-mar-en-marbella/,1,228,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 228 impressions."
https://www.blancareal.com/de/eigentum/haus-spanien-kaufen/,1,226,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 226 impressions."
https://www.blancareal.com/property/majestic-villas-with-sea-views-in-mijas-costa-del-sol/,1,221,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 221 impressions."
https://www.blancareal.com/faq/who-pays-for-the-fees-in-a-buying-process-in-spain/,1,219,faq,faq,en,https://blancareal.com/en/posts/,"FAQ/editorial URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 1 clicks, 219 impressions. FAQ detail kept for manual review."
https://www.blancareal.com/property/new-build-flats-in-cancelada-estepona-2/,1,191,project,project,en,https://blancareal.com/en/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 1 clicks, 191 impressions."
https://www.blancareal.com/it/proprieta/immobili-in-vendita-spagna-mijas/,1,184,property,property,it,https://blancareal.com/it/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 184 impressions."
https://www.blancareal.com/es/propiedad/chalet-independiente-en-cabopino-marbella/,1,182,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 182 impressions."
https://www.blancareal.com/es/propiedad/piso-venta-rincon-de-la-victoria/,1,173,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 173 impressions."
https://www.blancareal.com/nl/propiedad/luxe-appartement-met-zeezicht-in-marbella/,1,173,property,property,nl,https://blancareal.com/nl/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 173 impressions."
https://www.blancareal.com/de/eigentum/3-zimmer-wohnung-mit-meerblick-in-estepona-costa-del-sol/,1,163,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 163 impressions."
https://www.blancareal.com/nl/propiedad/penthouses-met-zeezicht-in-estepona-costa-del-sol/,1,161,property,property,nl,https://blancareal.com/nl/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 161 impressions."
https://www.blancareal.com/property/newly-built-appartments-fuengirola-costa-del-sol/,1,159,project,project,en,https://blancareal.com/en/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 1 clicks, 159 impressions."
https://www.blancareal.com/de/eigentum/villa-manilva-mit-meerblick/,1,157,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 157 impressions."
https://www.blancareal.com/property/apartments-for-sale-mijas-costa/,1,155,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 155 impressions."
https://www.blancareal.com/fr/propriete/beachfront-villa-in-cala-de-mijas/,1,151,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 151 impressions."
https://www.blancareal.com/fr/accueil/,1,150,language_home,language_home,fr,https://blancareal.com/fr/,Language homepage variant mapped to the equivalent homepage.,high,no,approve,"GSC signal: 1 clicks, 150 impressions."
https://www.blancareal.com/fr/propriete/appartements-neufs-a-el-higueron-fuengirola/,1,149,property,property,fr,https://blancareal.com/fr/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 149 impressions."
https://www.blancareal.com/nl/luxe-villas/,1,145,post,post,nl,https://blancareal.com/nl/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 1 clicks, 145 impressions. Post candidate kept for manual review."
https://www.blancareal.com/fr/questions-frequentes/,1,144,faq,faq,fr,https://blancareal.com/fr/posts/,"FAQ/editorial URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 1 clicks, 144 impressions."
https://www.blancareal.com/property/luxury-countryside-villa-sale-estepona/,1,144,property,property,en,https://blancareal.com/en/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 144 impressions."
https://www.blancareal.com/es/propiedad/aticos-con-vistas-al-mar-en-estepona/,1,143,property,property,es,https://blancareal.com/es/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 143 impressions."
https://www.blancareal.com/de/haeufig-gestellte-fragen/,1,142,faq,faq,de,https://blancareal.com/de/posts/,"FAQ/editorial URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 1 clicks, 142 impressions."
https://www.blancareal.com/es/propiedad/pisos-3-dormitorios-obra-nueva-el-higueron/,1,141,project,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 1 clicks, 141 impressions."
https://www.blancareal.com/es/servicios/,1,138,service_page,post,es,https://blancareal.com/es/posts/,"Editorial/FAQ URL has no exact live match, so it falls back to the posts index.",medium,no,approve,"GSC signal: 1 clicks, 138 impressions. Generic service page kept for manual review."
https://condesahills.blancareal.com/wp-content/uploads/2021/02/planos-condesa-hills-espa%C3%B1ol-2.pdf,1,120,asset_pdf,project,en,https://blancareal.com/en/projects/,Promotion microsite mapped to the projects index for the detected language.,high,no,approve,"GSC signal: 1 clicks, 120 impressions. PDF asset kept for manual handling."
https://www.blancareal.com/de/eigentum/luxuswohnung-mit-meerblick-in-marbella/,1,113,property,property,de,https://blancareal.com/de/properties/,"Single-property-looking URL has no concrete match here, so it falls back to the properties index.",medium,no,approve,"GSC signal: 1 clicks, 113 impressions."
https://www.blancareal.com/es/propiedad/apartamentos-obra-nueva-benalmadena/obra-nueva-en-benalmadena-balcones-del-pinillo/,1,111,project,project,es,https://blancareal.com/es/projects/,Plural or new-build property URL treated as a promotion/project intent and mapped to the projects index.,medium,no,approve,"GSC signal: 1 clicks, 111 impressions."
